data,RPAD5,BMIN4,spread_observado,rho,var_mr,var_rw,mr_filtrado,rw_filtrado,std_mr,zscore_mr,sinal
2022-01-03 00:00:00+00:00,7.760000228881836,18.690000534057617,3.6334709822568243,0.999,15.951067526533809,1e-06,-1.3923975765383831,5.025870627808939,3.9939092354639554,-0.348630250325815,0
2022-01-04 00:00:00+00:00,7.760000228881836,18.0,3.785814872177381,0.999,15.765551216472687,1e-06,-1.2400567240311184,5.025870638757037,3.9706165353828253,-0.3123083563927079,0
2022-01-05 00:00:00+00:00,8.220000267028809,17.510000228881836,4.354001016722484,0.999,17.3461942517437,1e-06,-0.6718729278254089,5.025870676162482,4.1649057259901525,-0.16131767968545788,0
2022-01-06 00:00:00+00:00,8.220000267028809,17.510000228881836,4.354001016722484,0.999,14.595395824431217,1e-06,-0.671869654806661,5.02587067611001,3.8204243584923696,-0.17586257225932797,0
2022-01-07 00:00:00+00:00,8.220000267028809,17.510000228881836,4.354001016722484,0.999,14.60224766304054,1e-06,-0.6718696547336696,5.02587067605726,3.821321122016754,-0.1758213019216457,0
2022-01-10 00:00:00+00:00,7.5,17.510000228881836,3.6340007496936755,0.999,18.681486180676693,1e-06,-1.391866024459069,5.025870631792271,4.322237225715453,-0.3220244405323393,0
2022-01-11 00:00:00+00:00,7.400000095367432,17.299999237060547,3.5803665598716394,0.999,13.899934289104888,1e-06,-1.4455036714791225,5.025870627245572,3.7282950183160324,-0.3877117192651821,0
2022-01-12 00:00:00+00:00,7.400000095367432,17.299999237060547,3.5803665598716394,0.999,13.884658871214762,1e-06,-1.4455040568407356,5.025870627125873,3.726246009821292,-0.3879250197197959,0
2022-01-13 00:00:00+00:00,7.400000095367432,17.299999237060547,3.5803665598716394,0.999,13.884617584429458,1e-06,-1.4455040567237063,5.0258706270061015,3.726240604003408,-0.38792558246793885,0
2022-01-14 00:00:00+00:00,7.849999904632568,17.299999237060547,4.030366369136776,0.999,15.570940286979486,1e-06,-0.9955071717163667,5.0258706601760474,3.9460350659305354,-0.2522803662621814,0
2022-01-17 00:00:00+00:00,7.849999904632568,17.299999237060547,4.030366369136776,0.999,13.836626621223873,1e-06,-0.9955042837827944,5.025870660093372,3.7197957034917026,-0.26762337588817936,0
2022-01-18 00:00:00+00:00,8.369999885559082,17.299999237060547,4.55036635006329,0.999,16.088969642500967,1e-06,-0.4755075730385683,5.025870697301801,4.011137506630237,-0.11854681427714078,0
2022-01-19 00:00:00+00:00,7.800000190734863,17.299999237060547,3.980366655239071,0.999,21.21438113220711,1e-06,-1.0455013219626454,5.025870666257661,4.605934930820835,-0.2269900330042926,0
2022-01-20 00:00:00+00:00,7.800000190734863,17.350000381469727,3.9693269987985476,0.999,18.707725617918552,1e-06,-1.0565436020990258,5.025870665511078,4.325272485358845,-0.24427214832717528,0
2022-01-21 00:00:00+00:00,7.849999904632568,17.700000762939453,3.9420508020919214,0.999,17.35129289055658,1e-06,-1.0838196982433888,5.0258706636227215,4.165519216760074,-0.26018838033026287,0
2022-01-24 00:00:00+00:00,8.350000381469727,18.799999237060547,4.19918473291523,0.999,19.397703915470764,1e-06,-0.8266872659735021,5.025870678901075,4.404311793024396,-0.18769953282663132,0
2022-01-25 00:00:00+00:00,8.0,18.799999237060547,3.849184351445503,0.999,21.356449724174034,1e-06,-1.1766846657252905,5.02587065987103,4.621331970214361,-0.2546202422395355,0
2022-01-26 00:00:00+00:00,8.479999542236328,18.209999084472656,4.459448891841175,0.999,27.061504944339184,1e-06,-0.5664240448572427,5.025870685967371,5.202092405868185,-0.10888388760997247,0
2022-01-27 00:00:00+00:00,8.479999542236328,18.209999084472656,4.459448891841175,0.999,23.919182040662346,1e-06,-0.5664217917401796,5.02587068594,4.890750811017146,-0.11581489501861965,0
2022-01-28 00:00:00+00:00,8.479999542236328,18.209999084472656,4.459448891841175,0.999,23.919836035074677,1e-06,-0.566421791703331,5.025870685912497,4.890817773121091,-0.11581330934394374,0
2022-01-31 00:00:00+00:00,8.180000305175781,18.299999237060547,4.139578694307519,0.999,24.772050908396224,1e-06,-0.8862906830377417,5.0258706708757215,4.977179358151898,-0.1780708749396636,0
2022-02-01 00:00:00+00:00,8.180000305175781,18.700000762939453,4.051263127262665,0.999,22.100260071947723,1e-06,-0.9746071352912816,5.0258706661796975,4.701119497174565,-0.20731384000705225,0
2022-02-02 00:00:00+00:00,8.180000305175781,18.700000762939453,4.051263127262665,0.999,23.44532453777248,1e-06,-0.9746075347099851,5.025870666131272,4.842064641510488,-0.20127933162122244,0
2022-02-03 00:00:00+00:00,8.180000305175781,18.700000762939453,4.051263127262665,0.999,23.419521478137984,1e-06,-0.9746075346586064,5.025870666082771,4.839399542601442,-0.20139017786795538,0
2022-02-04 00:00:00+00:00,8.210000038146973,18.799999237060547,4.059184389592476,0.999,23.447289479321405,1e-06,-0.9666863064622906,5.025870666428352,4.842267747049405,-0.1996350381598235,0
2022-02-07 00:00:00+00:00,7.610000133514404,18.09000015258789,3.615943816336841,0.999,25.142389601370517,1e-06,-1.40992506271334,5.025870645802225,5.014245512157676,-0.2811838908355798,0
2022-02-08 00:00:00+00:00,7.610000133514404,18.489999771118164,3.5276286704118194,0.999,22.89844588942676,1e-06,-1.4982415789684644,5.025870641223692,4.785260216979812,-0.31309511103537657,0
2022-02-09 00:00:00+00:00,8.300000190734863,17.510000228881836,4.434000940428539,0.999,31.035225175181278,1e-06,-0.591872650507445,5.025870675320657,5.57095105256556,-0.10624265855555724,0
2022-02-10 00:00:00+00:00,8.300000190734863,17.520000457763672,4.431793009140434,0.999,24.173214181828246,1e-06,-0.5940776544746993,5.025870675185233,4.916653906533855,-0.1208296670394505,0
2022-02-11 00:00:00+00:00,7.710000038146973,18.100000381469727,3.7137357896813046,0.999,28.474357540979383,1e-06,-1.3121323321016494,5.025870645619496,5.336162478396778,-0.24589437398388075,0
2022-02-14 00:00:00+00:00,8.5,17.399999618530273,4.658287572742994,0.9716009163214174,1.4853313247181068,1e-06,-0.367647749846569,5.025874247564592,1.218853876557299,-0.3016339832999544,0
2022-02-15 00:00:00+00:00,8.5,17.299999237060547,4.680366464504208,0.999,35.39116158454708,1e-06,-0.34550784530125983,5.025874248286731,5.949070182765045,-0.058077621323450686,0
2022-02-16 00:00:00+00:00,8.5,17.06999969482422,4.731147620771116,0.999,21.41320663322141,1e-06,-0.294726865815178,5.025874251052972,4.627470376777102,-0.06369070827427893,0
2022-02-17 00:00:00+00:00,8.5,17.100000381469727,4.724523826906801,0.999,31.279824975493675,1e-06,-0.3013504017689294,5.0258742507929925,5.592861649493271,-0.053881254473053634,0
2022-02-18 00:00:00+00:00,8.5,17.100000381469727,4.724523826906801,0.999,23.612954350673643,1e-06,-0.30135042259488576,5.025874250777978,4.859344791784819,-0.062014620387577164,0
2022-02-21 00:00:00+00:00,8.5,16.899999618530273,4.768681610429229,0.6281419051230692,0.06917310850404831,0.034905943159695266,-0.2343474936277659,5.003094242034467,0.3042314438129488,-0.770293467008789,0
2022-02-22 00:00:00+00:00,8.5,17.030000686645508,4.739978924803701,0.8830263491846827,0.2545488065784226,1e-06,-0.2624848967689682,5.0024858483882735,0.5272272243269395,-0.4978591481197837,0
2022-02-23 00:00:00+00:00,8.5,17.0,4.746602718668015,0.8843208206389466,0.2574822918483767,1e-06,-0.25562523487764766,5.002237164664392,0.5299762726834452,-0.48233335727151055,0
2022-02-24 00:00:00+00:00,8.5,17.1299991607666,4.71790045416232,0.8968247683376984,0.28621314996359404,1e-06,-0.2838552394245699,5.001774911123289,0.5564053752461309,-0.5101590531885211,0
2022-02-25 00:00:00+00:00,8.5,18.450000762939453,4.426459840930001,0.8431999020263231,0.1903598060390996,1e-06,-0.5687201335839602,4.9953557781224305,0.462236599635282,-1.2303658646517752,0
2022-03-02 00:00:00+00:00,8.5,18.700000762939453,4.371262822086884,0.9144826178899846,0.3506058608901207,1e-06,-0.6234743698467915,4.994766827260533,0.6114746014160527,-1.0196243121185242,0
2022-03-03 00:00:00+00:00,7.760000228881836,19.06999969482422,3.5495716989080126,0.6775897935627698,0.0938799324329174,0.013828964313375228,-1.2466316877032657,4.797130900675945,0.35615868494152947,-3.5002142034186954,1
2022-03-04 00:00:00+00:00,8.0,17.329999923706055,4.173742670639894,0.49698855117798585,0.06312882085253918,0.04468762021462919,-0.6213692607594645,4.795115222290372,0.32932445852223197,-1.886799612600038,1
2022-03-07 00:00:00+00:00,8.0,16.6200008392334,4.330502002016827,0.8276416370591704,0.19993969173933412,1e-06,-0.46657463474186706,4.797051989095751,0.49503291386573056,-0.9425123495291823,1
2022-03-08 00:00:00+00:00,8.0,16.0,4.467390794040485,0.6901242352389231,0.10102919816881925,0.009576408821615104,-0.328086822233187,4.7954842784561995,0.3884309414367719,-0.8446464666785367,1
2022-03-09 00:00:00+00:00,8.0,16.290000915527344,4.403362050044949,0.6550274302577861,0.09008408285590831,0.020201542378703363,-0.33502454294874534,4.738538889014405,0.3848332454626146,-0.8705706871712879,1
2022-03-10 00:00:00+00:00,8.0,16.200000762939453,4.423233010518057,0.6651537502325047,0.0936027237201671,0.01664067958585487,-0.28669322862103364,4.71000533335861,0.3963910166049797,-0.723258642631489,1
2022-03-11 00:00:00+00:00,7.710000038146973,16.1299991607666,4.148688567681763,0.6449199024602403,0.08885601535259051,0.02165757570031522,-0.4207383825665476,4.56974414182586,0.39692180391582493,-1.0600032006701587,1
2022-03-14 00:00:00+00:00,8.1899995803833,16.149999618530273,4.624272247341882,0.5525916580789354,0.07256628437260053,0.03811932399275553,-0.10435528500972285,4.728397137803392,0.3758687235141674,-0.27763758589450566,1
2022-03-15 00:00:00+00:00,8.1899995803833,16.0,4.657390374423786,0.6796456874073128,0.1040104162277351,0.007753686559364162,-0.07098611708612573,4.728376560545986,0.4160155713635804,-0.1706333175305277,1
2022-03-16 00:00:00+00:00,8.1899995803833,16.1200008392334,4.6308956200863625,0.6392107485104536,0.08858582325515453,0.02272367305906295,-0.07682919775127833,4.707768079074618,0.4018680403090102,-0.19118016374778576,1
2022-03-17 00:00:00+00:00,8.1899995803833,16.450000762939453,4.558035572058241,0.6107025170003635,0.0823502340811945,0.028596428216349418,-0.10167425789784505,4.659793999474018,0.3965461262876262,-0.2563995741168779,1
2022-03-18 00:00:00+00:00,8.1899995803833,16.450000762939453,4.558035572058241,0.6078973366271582,0.08050959132774733,0.030214152967216273,-0.08226953979947782,4.6403377522568645,0.39571328608345707,-0.207901889304083,1
2022-03-21 00:00:00+00:00,7.989999771118164,15.920000076293944,4.475053594343654,0.5297620473861882,0.06400824386739006,0.0438978948158026,-0.08751819921618884,4.56266924715382,0.3648187820973288,-0.23989499310602966,1
2022-03-22 00:00:00+00:00,7.989999771118164,16.0,4.457390565158649,0.5214712197421784,0.06544616257892227,0.04148972194545124,-0.06903703919381655,4.526476123733811,0.3616049956554256,-0.19091837785228538,1
2022-03-23 00:00:00+00:00,7.989999771118164,16.489999771118164,4.349204458760519,0.5460432521494515,0.07040934695654046,0.03651747969648905,-0.10049823829550614,4.449818478043451,0.3686281147906717,-0.27262770869382774,1
2022-03-24 00:00:00+00:00,7.989999771118164,16.489999771118164,4.349204458760519,0.5859390504924185,0.07543731310310745,0.030129070939697092,-0.08014256847746436,4.429382706099981,0.3781600842449089,-0.2119276248774088,1
2022-03-25 00:00:00+00:00,8.289999961853027,16.3700008392334,4.675698982712971,0.541312702917267,0.06996734362867894,0.03528382009273849,0.08550291459877801,4.589953886209334,0.36885884008425324,0.2318038916438814,0
2022-03-28 00:00:00+00:00,8.0,15.699999809265137,4.533627258764209,0.6005902083167798,0.08328384076290471,0.022109410470596516,-0.011211381636870223,4.544931386421658,0.3888610288787279,-0.028831332543654452,0
2022-03-29 00:00:00+00:00,8.0,15.699999809265137,4.533627258764209,0.6338818535053656,0.09046936871605171,0.014899368364446122,-0.009843485315144621,4.543474405757648,0.3993750354736483,-0.024647222387024034,0
2022-03-30 00:00:00+00:00,7.800000190734863,16.389999389648438,4.181283770138432,0.5707486090980652,0.07686644536961824,0.028807290406184308,-0.18607885801456042,4.367663438995556,0.381914227188272,-0.4872268293970344,0
2022-03-31 00:00:00+00:00,7.800000190734863,16.389999389648438,4.181283770138432,0.6566596120701054,0.09749982603457039,0.008506219581859875,-0.1682265814263152,4.349566508044529,0.40737552234422514,-0.4129521097837751,0
2022-04-01 00:00:00+00:00,7.800000190734863,16.389999389648438,4.181283770138432,0.6549140957379779,0.09489500927358302,0.011110409791517908,-0.1505733657682655,4.331907971287847,0.40484560523944874,-0.3719278752679255,0
2022-04-04 00:00:00+00:00,7.800000190734863,16.3700008392334,4.185699211594807,0.618011701883554,0.08497420523711308,0.020746653334113768,-0.12456489678275343,4.310309954723701,0.3944145686868172,-0.3158222506777216,0
2022-04-05 00:00:00+00:00,7.800000190734863,15.720000267028809,4.329211586922863,0.6360061980279839,0.09053762441309417,0.015216432058861473,-0.016027376890206974,4.345153831984331,0.4022675486096211,-0.03984257975967302,0
2022-04-06 00:00:00+00:00,7.800000190734863,15.6899995803833,4.335835380787177,0.6395275955272736,0.0914279987958909,0.014250317874311122,-0.009642652221645799,4.345477223672626,0.40384306222275296,-0.023877226387331314,0
2022-04-07 00:00:00+00:00,7.800000190734863,15.779999732971191,4.315964420314068,0.6411775436144638,0.09171819183420765,0.013954917829227212,-0.021446329345361406,4.337431027424635,0.40453655660345506,-0.053014564432514476,0
2022-04-08 00:00:00+00:00,7.809999942779541,15.329999923706056,4.425318764164373,0.6346430840185826,0.09014060336582666,0.01554079851336733,0.05101821956176887,4.374212617896922,0.40305109569636693,0.12658002944669514,0
2022-04-11 00:00:00+00:00,7.809999942779541,15.479999542236328,4.39220063708247,0.6362856635039661,0.08990546127997448,0.015653422985799248,0.02326982550561465,4.368943367415984,0.403224992980359,0.05770928367713585,0
2022-04-12 00:00:00+00:00,7.809999942779541,15.68000030517578,4.3480428535600435,0.6259217042041594,0.08748287840306894,0.01794734148345066,-0.007036488098127581,4.355109980494101,0.4006235383667587,-0.01756384092361016,0
2022-04-13 00:00:00+00:00,7.809999942779541,14.899999618530272,4.5202577039537095,0.6268226775771671,0.08853309621463447,0.016971129553731257,0.10024538238978664,4.419865932287254,0.4020301680280253,0.24934791058465688,0
2022-04-14 00:00:00+00:00,7.809999942779541,14.899999618530272,4.5202577039537095,0.6468483881637098,0.09307861986281832,0.01234147002692075,0.0885297583438218,4.431696951261994,0.40721120078258094,0.21740501777378612,0
2022-04-18 00:00:00+00:00,7.809999942779541,14.899999618530272,4.5202577039537095,0.67315238906293,0.09931441633154088,0.006101397123323957,0.08089667772340259,4.4393354695692056,0.4126625426972526,0.19603591155776875,0
2022-04-19 00:00:00+00:00,7.809999942779541,14.899999618530272,4.5202577039537095,0.6525264480765233,0.0929085583941884,0.012341787253423817,0.0717622929430603,4.448470724383102,0.4052145914354934,0.17709701096606298,0
