data,PLAS3,INEP4,spread_observado,rho,var_mr,var_rw,mr_filtrado,rw_filtrado,std_mr,zscore_mr,sinal
2022-01-03 00:00:00+00:00,10.020000457763672,7.0,4.49623888069172,0.999,62.41061076533881,1e-06,3.1675958264389705,1.3286436181329224,7.900066714582762,0.40095811097289774,-1
2022-01-04 00:00:00+00:00,10.020000457763672,7.050000190734863,4.456783290344934,0.999,61.76683359429491,1e-06,3.1281397317519173,1.3286436173437057,7.8592161138254,0.39802184931002293,-1
2022-01-05 00:00:00+00:00,10.0,6.699999809265137,4.712971212455977,0.999,62.97975526049748,1e-06,3.3843271778333666,1.3286436228789076,7.936006589590167,0.4264521632671856,-1
2022-01-06 00:00:00+00:00,10.0,6.849999904632568,4.594604817692012,0.999,61.51352573007549,1e-06,3.2659613842481257,1.328643620364209,7.843084346071554,0.41641288556127554,-1
2022-01-07 00:00:00+00:00,10.0,6.75,4.67351562210919,0.999,62.96663940807857,1e-06,3.3448718694802078,1.3286436221212758,7.935180321681389,0.4215243679265831,-1
2022-01-10 00:00:00+00:00,9.25,6.75,3.92351562210919,0.999,66.202106861111,1e-06,2.5948731430219634,1.3286436069255512,8.136495264586584,0.3189177967467064,-1
2022-01-11 00:00:00+00:00,9.25,6.800000190734863,3.884060031762403,0.999,69.38523845902161,1e-06,2.555416478679366,1.3286436062092337,8.32980718795805,0.30677978745697654,-1
2022-01-12 00:00:00+00:00,10.75,6.75,5.42351562210919,0.999,80.93274995462492,1e-06,4.094870084896847,1.3286436319179733,8.996288139237317,0.45517329164203496,-1
2022-01-13 00:00:00+00:00,10.720000267028809,6.550000190734863,5.551337497972353,0.999,41.83681870011339,1e-06,4.222693546480969,1.3286436361757787,6.46817362394918,0.6528417126661452,-1
2022-01-14 00:00:00+00:00,10.949999809265137,7.0,5.426238232193185,0.999,56.57168882186719,1e-06,4.097594812573187,1.3286436332884073,7.521445416365764,0.5447882136666593,-1
2022-01-17 00:00:00+00:00,11.369999885559082,7.0,5.8462383084871306,0.999,34.68100913977914,1e-06,4.517593435816752,1.3286436498253331,5.889096914567365,0.7671114096699547,-1
2022-01-18 00:00:00+00:00,11.600000381469728,6.650000095367432,6.352426807996095,0.999,57.47114950288634,1e-06,5.023782257515242,1.3286436618514532,7.581002824982423,0.6626804360182902,-1
2022-01-19 00:00:00+00:00,10.979999542236328,6.550000190734863,5.811336773179873,0.999,88.47371017720737,1e-06,4.482693725436537,1.3286436536455257,9.406070673069339,0.4765745316236039,-1
2022-01-20 00:00:00+00:00,10.979999542236328,6.75,5.653515164345518,0.999,74.81151176413579,1e-06,4.324871718445243,1.3286436508675403,8.649391197863713,0.5000203620705038,-1
2022-01-21 00:00:00+00:00,10.979999542236328,6.75,5.653515164345518,0.999,83.81997120458003,1e-06,4.32487150824854,1.3286436509375197,9.155349722110088,0.4723873625279451,-1
2022-01-24 00:00:00+00:00,10.859999656677246,6.75,5.533515278786436,0.999,74.85699828257859,1e-06,4.204871784473935,1.3286436488400686,8.652020377468208,0.4859988304494012,-1
2022-01-25 00:00:00+00:00,10.859999656677246,6.949999809265137,5.375693669952081,0.999,57.081439606727486,1e-06,4.04705029388539,1.3286436451845558,7.55525637792863,0.5356602200433788,-1
2022-01-26 00:00:00+00:00,10.699999809265137,7.849999904632568,4.505495830232585,0.999,81.22687726948062,1e-06,3.1768532658759354,1.3286436306895508,9.012621017164642,0.3524893879178522,-1
2022-01-27 00:00:00+00:00,10.899999618530272,7.800000190734863,4.744950853568111,0.999,89.67240753179257,1e-06,3.4163069486238036,1.3286436343702546,9.469575959955213,0.3607666238774182,-1
2022-01-28 00:00:00+00:00,10.899999618530272,7.800000190734863,4.744950853568111,0.999,89.8659675895995,1e-06,3.4163072153442497,1.3286436344220103,9.479790605238538,0.36037791947180736,-1
2022-01-31 00:00:00+00:00,10.899999618530272,7.800000190734863,4.744950853568111,0.999,89.09979377504602,1e-06,3.4163072152596214,1.3286436344742454,9.439293252389945,0.36192404705666315,-1
2022-02-01 00:00:00+00:00,10.899999618530272,7.800000190734863,4.744950853568111,0.999,90.36950338004341,1e-06,3.416307215261954,1.3286436345257844,9.50631199307141,0.3593725114168248,-1
2022-02-02 00:00:00+00:00,10.109999656677246,7.550000190734863,4.152228090896226,0.999,93.47547793137721,1e-06,2.8235850954099773,1.3286436259245185,9.668295778520168,0.29204579173954026,-1
2022-02-03 00:00:00+00:00,10.109999656677246,7.599999904632568,4.112772876825836,0.999,76.43853938919416,1e-06,2.784129299479317,1.3286436252702014,8.742940335993568,0.31844313154207543,-1
2022-02-04 00:00:00+00:00,9.880000114440918,7.449999809265137,4.001139729353471,0.999,76.48097598626794,1e-06,2.6724962483492307,1.3286436233256196,8.745366962901965,0.3055899494767935,-1
2022-02-07 00:00:00+00:00,10.039999961853027,7.099999904632568,4.437327580363899,0.999,78.97242648713062,1e-06,3.108683393728062,1.328643630924042,8.886669500813229,0.349814223815073,-1
2022-02-08 00:00:00+00:00,10.039999961853027,7.0,4.516238384781076,0.999,73.44027210893321,1e-06,3.1875946406465028,1.3286436324522266,8.56975737337276,0.3719585633253437,-1
2022-02-09 00:00:00+00:00,10.039999961853027,6.849999904632568,4.63460477954504,0.999,70.31698844312909,1e-06,3.305960971860298,1.3286436348193273,8.385550594484922,0.3942449496440448,-1
2022-02-10 00:00:00+00:00,10.010000228881836,7.099999904632568,4.4073278473927076,0.999,88.15310910228634,1e-06,3.0786844701246183,1.3286436313377308,9.389013815723844,0.3279028586547316,-1
2022-02-11 00:00:00+00:00,10.100000381469728,6.75,4.773516003578918,0.999,83.39408169197355,1e-06,3.4448719233729395,1.3286436374099313,9.132061871315468,0.3772282724226339,-1
2022-02-14 00:00:00+00:00,10.100000381469728,6.800000190734863,4.734060413232132,0.999,66.12188050896198,1e-06,3.4054168310298634,1.3286436366625558,8.131565276039415,0.4187898289477319,-1
2022-02-15 00:00:00+00:00,10.100000381469728,6.900000095367432,4.655149608814955,0.999,81.2418670731881,1e-06,3.3265060663676054,1.328643635386197,9.01345335610858,0.36906010770146963,-1
2022-02-16 00:00:00+00:00,9.800000190734863,6.800000190734863,4.4340602224972665,0.999,93.80954578929281,1e-06,3.105416822433908,1.3286436321959263,9.68555734683692,0.3206234511066176,-1
2022-02-17 00:00:00+00:00,9.800000190734863,6.849999904632568,4.3946050084268755,0.999,89.27388448753572,1e-06,3.065961417508283,1.328643631635928,9.448511037041971,0.32449148923978377,-1
2022-02-18 00:00:00+00:00,9.800000190734863,7.0,4.276238613662912,-0.999,1e-06,0.3324240115252807,-3.04756325956524,7.322003017942181,0.02179915525341769,-139.8018970981658,0
2022-02-21 00:00:00+00:00,9.800000190734863,7.050000190734863,4.236783023316125,-0.999,1e-06,0.3290643447560132,3.026973286678591,1.2116607302024036,0.021738053601545067,139.2476687270402,-1
2022-02-22 00:00:00+00:00,9.800000190734863,7.25,4.078961414481771,-0.4409021718051125,1e-06,0.2798414812449283,-1.3301067786679874,5.407572964995163,0.009661483212830214,-137.67107486163596,0
2022-02-23 00:00:00+00:00,10.100000381469728,7.699999809265137,4.02386279720114,-0.999,1e-06,0.2768787738197179,1.3269650308805128,2.697875421133554,0.009697210868173843,136.8398654953044,-1
2022-02-24 00:00:00+00:00,9.989999771118164,7.25,4.268960994865072,-0.999,1e-06,0.2645941504123091,-1.3235982397370403,5.591466818199289,0.009732339409279063,-136.00000822773274,0
2022-02-25 00:00:00+00:00,9.989999771118164,7.150000095367432,4.347871799282249,-0.999,1e-06,0.24892285816449236,1.3203403467150001,3.028559865328491,0.009766744493224585,135.1873541517289,-1
2022-03-02 00:00:00+00:00,9.989999771118164,7.150000095367432,4.347871799282249,-0.999,1e-06,0.24837870313591578,-1.3170126142606717,5.663824657520622,0.009800841401744942,-134.37750497892873,0
2022-03-03 00:00:00+00:00,9.989999771118164,7.050000190734863,4.426782603699426,-0.999,1e-06,0.24828432860076394,1.3137389589227906,3.114069397453155,0.009834646166278068,133.58273767158585,-1
2022-03-04 00:00:00+00:00,9.989999771118164,6.900000095367432,4.54514899846339,-0.999,1e-06,0.24735030906800026,-1.3102997953399236,5.85434224496839,0.009868136411473672,-132.7808758112058,0
2022-03-07 00:00:00+00:00,10.479999542236328,6.800000190734863,5.114059573998731,-0.999,1e-06,0.2487838225512789,1.3074002219966017,3.807481133047069,0.00990138725388494,132.04212586308307,-1
2022-03-08 00:00:00+00:00,10.479999542236328,6.650000095367432,5.232425968762695,-0.999,1e-06,0.2486550924662379,-1.3039593633959397,6.535289601432577,0.009934353979283963,-131.25759018805618,0
2022-03-09 00:00:00+00:00,10.479999542236328,6.650000095367432,5.232425968762695,-0.999,1e-06,0.24697796513999826,1.3005924947046597,3.932885915667179,0.009966991139141497,130.48998203651314,-1
2022-03-10 00:00:00+00:00,10.479999542236328,6.5,5.350792363526659,-0.999,1e-06,0.24700612154446863,-1.2971266153934267,6.6468215632261165,0.009999354870165358,-129.72103023002086,0
2022-03-11 00:00:00+00:00,10.479999542236328,6.25,5.5480695627078,-0.999,1e-06,0.24613439843602533,1.2939020486831827,4.255138038786026,0.010031419035421157,128.98494660769197,-1
2022-03-14 00:00:00+00:00,10.479999542236328,6.449999809265137,5.390247953873446,-0.999,1e-06,0.23843295799442346,-1.2905780764392696,6.67981038347077,0.010062955255433872,-128.25040394991058,0
2022-03-15 00:00:00+00:00,10.479999542236328,6.449999809265137,5.390247953873446,-0.23388564522977526,1e-06,0.2088251551286117,0.30162009438464227,5.089388649770109,0.0027350250014433943,110.2805620517048,-1
2022-03-16 00:00:00+00:00,10.479999542236328,6.349999904632568,5.469158758290623,-0.999,1e-06,0.2074419720812916,-0.3012727980802144,5.770103587650756,0.002909720522892337,-103.54011517942675,0
2022-03-17 00:00:00+00:00,10.479999542236328,6.75,5.153515164345518,-0.999,1e-06,0.2017994820880804,0.3008992948053857,4.853070039140804,0.003074133387889959,97.88101452940487,-1
2022-03-18 00:00:00+00:00,9.449999809265137,7.099999904632568,3.8473274277760083,-0.999,1e-06,0.19679275652053144,-0.300662341341745,4.148347660488278,0.0032298271850301975,-93.08929676958365,0
2022-03-21 00:00:00+00:00,9.34000015258789,6.949999809265137,3.855694165862726,-0.999,1e-06,0.20131859348126804,0.3003033469204765,3.5556850357629455,0.0033780141057387515,88.8993762371522,-1
2022-03-22 00:00:00+00:00,8.710000038146973,6.699999809265137,3.4229712506029495,-0.999,1e-06,0.20120632296416333,-0.2999849560420269,3.7228731635947017,0.0035196324766640433,-85.23189794133188,0
2022-03-23 00:00:00+00:00,8.989999771118164,6.5,3.8607925924084947,-0.999,1e-06,0.20023216118120907,0.29966582287989196,3.5612074592197875,0.0036554397178217043,81.9780507988966,-1
2022-03-24 00:00:00+00:00,9.300000190734863,6.599999904632568,4.091882207608017,-0.999,1e-06,0.2008870060230649,-0.2992602006759853,4.390729734517858,0.0037860599407230923,-79.04264733295008,0
2022-03-25 00:00:00+00:00,9.210000038146973,6.5,4.080792859437303,-0.999,1e-06,0.19992091550145386,0.2988769381453882,3.782220103890224,0.00391200522677178,76.3999332362917,-1
2022-03-28 00:00:00+00:00,9.3100004196167,6.599999904632568,4.101882436489853,-0.999,1e-06,0.1950523416116182,-0.29848452008068665,4.400050414076432,0.004033698118817603,-73.99773391276523,0
2022-03-29 00:00:00+00:00,9.199999809265137,6.849999904632568,3.794604626957149,-0.999,1e-06,0.19473939094281317,0.2980401554680793,3.4970278693319248,0.00415151926461712,71.7906232564638,-1
2022-03-30 00:00:00+00:00,9.350000381469728,6.699999809265137,4.062971593925705,-0.999,1e-06,0.1946724411862423,-0.29759411057329505,4.360122648270934,0.004265786413763378,-69.7630124220754,0
2022-03-31 00:00:00+00:00,9.34000015258789,6.650000095367432,4.092426579114258,-0.999,1e-06,0.19509962807365452,0.2971943588097187,3.795521412514405,0.004376776191274191,67.90257162388691,-1
2022-04-01 00:00:00+00:00,9.34000015258789,6.5,4.210792973878221,-0.999,1e-06,0.19521200541989936,-0.29676149685158176,4.50719016290841,0.00448472758219796,-66.1715770718317,0
2022-04-04 00:00:00+00:00,9.34000015258789,6.400000095367432,4.289703778295399,-0.999,1e-06,0.1952854064955983,0.2963618487278583,3.993604735941758,0.004589851615299015,64.56893894783377,-1
2022-04-05 00:00:00+00:00,9.0,6.25,4.068070020471472,-0.999,1e-06,0.1946759968942037,-0.29598746195236614,4.363867424784583,0.004692331999991445,-63.07896840055346,0
2022-04-06 00:00:00+00:00,9.0,5.849999904632568,4.383713614416577,-0.999,1e-06,0.19305740353623513,0.2956301941655349,4.088226092262158,0.004792329568487996,61.68820193616352,-1
2022-04-07 00:00:00+00:00,9.010000228881836,5.699999809265137,4.512080238062377,-0.999,1e-06,0.1938024688537666,-0.295168395328261,4.806878091574481,0.0048900051557332295,-60.3615713947038,0
2022-04-08 00:00:00+00:00,9.010000228881836,5.800000190734863,4.433169057368803,-0.999,1e-06,0.19136873472692192,0.2947102073304411,4.138807685610302,0.004985474330918222,59.11377489254098,-1
2022-04-11 00:00:00+00:00,9.010000228881836,5.75,4.47262464771559,-0.999,1e-06,0.19040467961673513,-0.29425534630159467,4.7665505605381,0.005078865565051759,-57.93721895818597,0
2022-04-12 00:00:00+00:00,9.010000228881836,5.550000190734863,4.630446256549945,-0.999,1e-06,0.17829997881307377,0.2938395121155488,4.336847542656217,0.005170206673462325,56.833223635676006,-1
2022-04-13 00:00:00+00:00,8.989999771118164,5.550000190734863,4.610445798786273,-0.999,1e-06,0.17482638675964476,-0.293376119938858,4.903498077120352,0.0052596528609622295,-55.77860891092842,0
2022-04-14 00:00:00+00:00,8.989999771118164,5.349999904632568,4.7682677838970235,-0.999,1e-06,0.17295737090219288,0.2929487159507118,4.475566269441858,0.00534730596179347,54.78435646731868,-1
2022-04-18 00:00:00+00:00,9.010000228881836,5.800000190734863,4.433169057368803,-0.999,1e-06,0.16914302504593087,-0.29257295522559146,4.725594327442244,0.005433227980139603,-53.848827307643,0
2022-04-19 00:00:00+00:00,9.010000228881836,5.800000190734863,4.433169057368803,-0.999,1e-06,0.16914963944071532,0.2920805353747027,4.141433553519441,0.00551753186676447,52.93680986857287,-1
2022-04-20 00:00:00+00:00,8.989999771118164,5.400000095367432,4.728812193550237,-0.999,1e-06,0.16103048663730854,-0.29146281014133624,5.019730118139245,0.005600193247411676,-52.0451343846118,0
2022-04-22 00:00:00+00:00,8.989999771118164,5.150000095367432,4.926089392731378,-0.999,1e-06,0.1577397108055806,0.291021387100593,4.635311462306982,0.005681326125208643,51.224200246013055,-1
2022-04-25 00:00:00+00:00,9.109999656677246,5.300000190734863,4.927722883526496,-0.999,1e-06,0.1542780816693933,-0.2904911469853531,5.217836845987156,0.0057609830393234454,-50.423885125596136,0
2022-04-26 00:00:00+00:00,8.119999885559082,5.349999904632568,3.8982678983379415,0.999,2.274216715879539,1e-06,-1.3194780112680258,5.217791168149019,1.5081278925637094,-0.8749112179239704,0
2022-04-27 00:00:00+00:00,8.25,5.699999809265137,3.752080009180541,-0.999,1e-06,0.1644880176148813,1.3119839102124138,2.441781041897954,0.015288748393193715,85.81368968021518,-1
2022-04-28 00:00:00+00:00,8.25,6.150000095367432,3.396980824888649,-0.999,1e-06,0.16559455693056366,-1.3043445685350106,4.699966343311166,0.015263698005187676,-85.45403401532857,0
2022-04-29 00:00:00+00:00,8.300000190734863,5.5,3.959901808749759,-0.999,1e-06,0.1645739351609017,1.2973192326368974,2.663815584848107,0.015238684935627054,85.13328007745928,-1
2022-05-02 00:00:00+00:00,8.300000190734863,5.099999904632568,4.275545402694863,-0.999,1e-06,0.16758676003841405,-1.2880513120989643,5.561873199488268,0.015214717695550068,-84.6582459085447,0
2022-05-03 00:00:00+00:00,8.300000190734863,5.150000095367432,4.2360898123480775,-0.999,1e-06,0.1677342326537612,1.2796304552316198,2.958006569223578,0.015191057709127964,84.23577078920046,-1
2022-05-04 00:00:00+00:00,8.300000190734863,5.400000095367432,4.038812613166936,-0.999,1e-06,0.1660214512158086,-1.2718639741122042,5.3092650971704245,0.015167242965529116,-83.85597679174744,0
2022-05-05 00:00:00+00:00,8.300000190734863,5.099999904632568,4.275545402694863,-0.999,1e-06,0.16561990220367956,1.264260675040869,3.012666748040832,0.01514360000819795,83.48481697591488,-1
2022-05-06 00:00:00+00:00,8.300000190734863,4.849999904632568,4.472822601876005,-0.999,1e-06,0.16627562765566886,-1.2555666156795455,5.726762365945017,0.01512038841644577,-83.03798692855813,0
2022-05-09 00:00:00+00:00,8.300000190734863,4.349999904632568,4.867377000238287,-0.999,1e-06,0.16209885939306765,1.2484145365841133,3.620257554880515,0.015096390073505842,82.69622939692584,-1
2022-05-10 00:00:00+00:00,8.300000190734863,4.400000095367432,4.8279214098915,-0.999,1e-06,0.14202083735205256,-1.2393820967841485,6.065588369875657,0.015066795513846912,-82.25917021606305,0
2022-05-11 00:00:00+00:00,8.149999618530273,4.400000095367432,4.67792083768691,0.999,11.3191492483617,1e-06,-1.3876648791764754,6.06558703782983,3.364457690189764,-0.4124483072629181,0
2022-05-12 00:00:00+00:00,8.0,4.400000095367432,4.527921219156637,0.999,10.698044307565063,1e-06,-1.5376643848135056,6.065587019048998,3.2708518171855236,-0.47011129539234914,0
2022-05-13 00:00:00+00:00,8.0,4.400000095367432,4.527921219156637,0.999,11.989459248191514,1e-06,-1.537665786885254,6.065587018878614,3.4626417011749133,-0.4440730285098532,0
2022-05-16 00:00:00+00:00,8.0,4.699999809265137,4.291188805905105,0.999,12.441881576011722,1e-06,-1.7743962725019655,6.0655869934409425,3.5273659972515867,-0.5030371880560508,0
2022-05-17 00:00:00+00:00,8.029999732971191,4.599999904632568,4.4000993432934745,0.999,14.620074008373201,1e-06,-1.6654883926668649,6.06558700318187,3.823676805255767,-0.43557248101554963,0
2022-05-18 00:00:00+00:00,8.0,4.050000190734863,4.804109222754955,0.999,9.171820252954051,1e-06,-1.2614822254403832,6.0655870615381176,3.0285725276463977,-0.4165269987510328,0
2022-05-19 00:00:00+00:00,8.0,4.25,4.646287613920601,0.999,16.488098446423326,1e-06,-1.419298469975462,6.065587048693596,4.060607189716865,-0.34952863048898497,0
2022-05-20 00:00:00+00:00,8.0,4.099999904632568,4.764654008684564,0.999,13.284603585290647,1e-06,-1.3009339320373576,6.065587060421933,3.644864453981427,-0.35692244484326346,0
2022-05-23 00:00:00+00:00,8.0,3.950000047683716,4.883020215310331,0.999,16.047072812615482,1e-06,-1.1825675843462824,6.0655870701485615,4.0059339878928455,-0.29520396190260806,0
