data,PLAS3,INEP4,spread_observado,rho,var_mr,var_rw,mr_filtrado,rw_filtrado,std_mr,zscore_mr,sinal,prob_quebra,sinal_finrl
2025-06-03 00:00:00+00:00,5.800000190734863,1.6200000047683716,4.521643936278305,-0.999,1e-06,0.0660318544334379,0.0685299638649032,4.453320706766508,0.0583807681222165,1.17384484769779,0,0.5949928760528564,1
2025-06-04 00:00:00+00:00,5.800000190734863,1.6699999570846558,4.482188534069716,-0.999,1e-06,0.0652438716415407,-0.0600917538076926,4.542157116361838,0.0530863921657893,-1.1319615320631602,0,0.5963590145111084,0
2025-06-05 00:00:00+00:00,5.760000228881836,1.6200000047683716,4.481643974425277,-0.999,1e-06,0.0652377378860847,0.0511973105738613,4.430603906543964,0.049008025666284,1.0446719670464808,0,0.5939253568649292,1
2025-06-06 00:00:00+00:00,5.78000020980835,1.659999966621399,4.47007963358492,-0.999,1e-06,0.0632792047945744,-0.0452058557540269,4.515161425153655,0.0456522817273245,-0.990221168440954,0,0.5942965745925903,0
2025-06-09 00:00:00+00:00,5.78000020980835,1.659999966621399,4.47007963358492,-0.999,1e-06,0.062921108076076,0.0399112887808312,4.430294699460468,0.0428870993027805,0.9306129215935012,0,0.5934090614318848,1
2025-06-10 00:00:00+00:00,5.75,1.649999976158142,4.447970504218288,-0.999,1e-06,0.0628110110844884,-0.0368716506233342,4.484760335533391,0.0405649904933285,-0.9089525271649772,0,0.5923563838005066,0
2025-06-11 00:00:00+00:00,5.75,1.6699999570846558,4.432188343334853,-0.999,1e-06,0.0627857464430462,0.0326176866524649,4.399699230585381,0.0385814275251936,0.8454245668117296,0,0.5922706127166748,1
2025-06-12 00:00:00+00:00,6.059999942779541,1.6799999475479126,4.734297205672676,-0.999,1e-06,0.0629075359096496,-0.0168045422770096,4.750569858327735,0.0368652216519366,-0.4558372776290307,0,0.592087984085083,0
2025-06-13 00:00:00+00:00,6.059999942779541,1.75,4.679059548511553,-0.999,1e-06,0.0630592705105535,0.0133047608452185,4.665883371393066,0.0353621606719914,0.3762428706953,0,0.5886690616607666,1
2025-06-16 00:00:00+00:00,5.599999904632568,1.7000000476837158,4.258514912573169,-0.999,1e-06,0.0637879820151433,-0.0275325178009328,4.28661883803687,0.034042904903887,-0.8087593546633323,0,0.5863897800445557,1
2025-06-17 00:00:00+00:00,5.460000038146973,1.7300000190734863,4.09484180476242,-0.999,1e-06,0.0650866250818141,0.0202591000014806,4.074896412586628,0.0328828504126043,0.616099265947916,0,0.5846602916717529,1
2025-06-18 00:00:00+00:00,5.460000038146973,1.649999976158142,4.157970542365261,-0.999,1e-06,0.0648500910102244,-0.0170286429724887,4.174850221817752,0.0318301791041144,-0.5349842021557308,0,0.5824686288833618,0
2025-06-20 00:00:00+00:00,5.460000038146973,1.6799999475479126,4.134297301040108,-0.999,1e-06,0.0648273816942288,0.0153285484790384,4.119052106448691,0.0308723240310267,0.4965142392141653,0,0.5802233219146729,1
2025-06-23 00:00:00+00:00,5.5,1.7400000095367432,4.12695068617373,-0.999,1e-06,0.0648003055273985,-0.0146723352528222,4.141589280435267,0.0299958908242911,-0.4891448411640563,0,0.5802187323570251,0
2025-06-24 00:00:00+00:00,5.5,1.6699999570846558,4.182188343334853,-0.999,1e-06,0.0645820287600744,0.0153380621526116,4.166812334779079,0.0291878072082234,0.5254955277452369,0,0.579613983631134,1
2025-06-25 00:00:00+00:00,5.449999809265137,1.6399999856948853,4.155861393925143,-0.999,1e-06,0.0645872550403377,-0.0152138632556219,4.17106884486655,0.0284421064447052,-0.5349063468698951,0,0.5784841179847717,0
2025-06-26 00:00:00+00:00,5.099999904632568,1.6100000143051147,3.829534730617728,-0.999,1e-06,0.065066797932436,0.0068020498070907,3.823253562906972,0.0277560074554722,0.2450658589137143,0,0.578748881816864,1
2025-06-27 00:00:00+00:00,5.099999904632568,1.6399999856948853,3.805861489292575,-0.999,1e-06,0.0655430226489237,-0.0070316636951654,3.8129085533422944,0.0271221127341591,-0.2592594376436363,0,0.57865309715271,1
